first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Charlotte,Thomas,"5145 Valerie Spring Suite 683, Jenniferstad, ND 76903",+1-082-371-0018x117,sP528508,1997-07-03,27,1,3280.96,0,Weaver-Sanders,9.7,2.51,0,0.38,3,1,0.65,0.35,0.76,131.14,31.19,89.36,117.7,completed,1,2,0.6,0.71,0.07,93.76,0.01,0.57,0.92,0.94,0,147,29,58,16,>90 days,7,0.006756756756756757,0.0472972972972973,1,27.26,7,40,1,1
Jonathan,Snow,"57445 Cody Junctions, Lake Sheila, TX 20774",9088000211,fv306450,1962-04-02,63,0,2169.7,1,"Davis, Cruz and Pierce",80.52,1.58,0,0.59,4,8,0.36,0.64,0.23,156.08,250.76,202.56,43.91,completed,5,0,0.94,0.91,0.17,8.06,0.15,0.83,0.97,0.78,0,179,9,22,59,>90 days,9,0.005555555555555556,0.05,0,30.23,4,50,1,1
Nathan,Johnson,"USCGC Gray, FPO AP 60025",355.173.5084x404,rT951473,1985-08-10,39,1,1324.21,1,"Orr, Moreno and Burns",33.94,5.14,0,0.36,13,6,0.09,0.91,0.43,227.55,211.09,297.29,36.96,completed,3,1,0.5,0.33,0.09,154.39,0.14,0.88,0.2,0.75,0,34,50,50,51,30–90 days,9,0.02857142857142857,0.2571428571428571,1,3.46,10,9,1,0
Mark,Miller,"4274 Rich Glens, Lucasshire, TX 47063",202.017.4332,Du259127,1988-04-18,37,1,3962.68,0,Mullins LLC,38.42,5.61,1,0.29,18,8,0.2,0.8,0.44,121.81,275.47,230.96,63.09,1,0,0,0.99,0.47,0.06,47.95,0.09,0.16,0.95,0.53,0,146,76,25,34,>90 days,9,0.006802721088435374,0.061224489795918366,0,13.78,4,13,1,1
Kyle,Tran,"981 Tara Groves Suite 879, Guerreroville, ME 10817",215-163-8369,Pe266298,1966-09-25,58,0,2610.46,0,Williams-Collins,140.19,8.93,0,0.22,6,3,0.13,0.87,0.52,87.97,16.1,219.62,8.74,2,1,0,0.6,0.54,0.26,87.67,0.01,0.55,0.84,0.99,0,171,72,54,3,>90 days,9,0.005813953488372093,0.05232558139534884,1,21.8,10,35,0,1
Austin,Kerr,"3697 Tammy Course, South Gregoryburgh, IA 77510",+1-398-886-3849x04172,Zg564528,1989-10-25,35,0,5054.49,1,Sanchez-Bender,78.42,6.54,0,0.36,4,3,0.95,0.05,0.31,245.33,26.05,166.06,13.11,3,2,2,0.93,0.77,0.28,148.48,0.13,0.97,0.71,0.85,0,171,83,15,6,>90 days,5,0.005813953488372093,0.029069767441860465,0,26.1,3,20,1,1
Joshua,Stevenson,"USNV Paul, FPO AP 46349",001-906-599-0017x9635,UR726118,1968-09-30,56,1,2169.78,0,"Carter, Becker and Reynolds",52.98,6.33,0,0.1,19,9,0.42,0.58,0.67,185.1,96.69,129.14,30.04,2,2,3,0.97,0.13,0.03,5.63,0.04,0.78,0.2,-0.84,0,1,40,15,50,<7 days,4,0.5,2.0,1,23.99,4,53,1,1
Chris,Navarro,"36785 Richard Points Suite 205, Donaldside, NV 18238",001-209-186-1405x2664,Ge180372,1997-01-20,28,1,2987.59,1,"Glover, Perez and Rogers",76.43,8.69,0,0.31,15,7,0.51,0.49,0.29,255.15,220.88,294.42,22.9,2,2,3,0.23,0.21,0.09,34.46,0.01,1.0,0.02,0.67,0,44,82,38,5,30–90 days,5,0.022222222222222223,0.1111111111111111,0,18.59,8,12,1,0
Rodney,Young,"68133 Tammy Cove Suite 575, Yuview, VA 76018",936.842.8861,PE860723,1975-11-03,49,0,3426.1,0,Kennedy Ltd,57.8,9.34,0,0.36,1,8,0.46,0.54,0.59,64.66,243.44,290.53,35.89,completed,4,3,0.49,0.09,0.03,91.0,0.03,0.44,0.33,0.04,0,9,70,16,34,7–30 days,9,0.1,0.9,1,29.49,10,49,0,0
Maureen,Cook,"2787 Murray Circle, Sheenamouth, OR 10967",001-829-600-2993x02698,lm172539,1988-07-16,36,0,1823.33,1,Francis Ltd,23.04,7.79,1,0.6,5,7,0.15,0.85,0.38,212.13,172.43,122.07,53.33,completed,3,2,0.56,0.01,0.0,158.75,0.02,0.71,0.92,-0.46,0,169,30,54,51,>90 days,10,0.0058823529411764705,0.058823529411764705,0,18.84,8,8,1,1
Michael,Rodriguez,"6603 Huerta Mill Suite 672, Erintown, WA 61097",041.937.9283x02176,TB697883,1969-06-10,55,0,2446.3,1,"Meadows, Cobb and Smith",99.09,7.66,0,0.38,12,0,0.19,0.81,0.73,141.65,97.48,121.37,103.26,1,3,1,0.75,0.27,0.04,46.11,0.18,0.58,0.53,0.19,0,67,47,14,2,30–90 days,4,0.014705882352941176,0.058823529411764705,1,18.62,6,30,1,0
Jerry,Baker,"718 Parker Roads, Lake Rachel, IL 12891",546-104-4380,iA149048,1966-06-01,58,0,545.03,1,White and Sons,54.19,2.16,0,0.39,4,8,0.25,0.75,0.13,39.54,221.26,67.9,47.7,2,5,2,0.5,0.73,0.11,73.74,0.1,0.54,0.82,-0.66,0,96,83,24,23,>90 days,10,0.010309278350515464,0.10309278350515463,0,40.49,8,16,1,0
Allison,Smith,"47511 Collins Trafficway Apt. 146, East Reginaport, IA 74295",097.183.2388,mA710458,1977-11-30,47,0,2605.84,1,Ramos LLC,73.54,4.71,0,0.32,12,5,0.91,0.09,0.57,34.77,140.44,229.34,96.33,3,3,0,0.49,0.89,0.18,74.5,0.18,0.9,0.69,0.72,0,112,21,14,4,>90 days,9,0.008849557522123894,0.07964601769911504,1,4.89,3,9,0,1
Kyle,West,"USS Lowe, FPO AA 45399",+1-709-458-6762x026,qF511903,2003-06-24,21,0,3391.64,0,Frank-Powers,36.02,3.15,0,0.49,14,5,0.57,0.43,0.45,110.55,226.47,269.12,92.03,completed,3,3,0.33,0.74,0.12,24.33,0.07,0.81,0.25,-0.87,1,53,75,10,41,30–90 days,7,0.018518518518518517,0.12962962962962962,0,7.02,3,2,0,1
Michelle,Martin,"48934 Brown Station, New Carol, CT 52622",(276)568-3164x155,rS334146,1982-06-17,42,0,2599.13,0,Jordan Ltd,65.33,6.0,0,0.36,17,0,0.69,0.31,0.11,118.07,112.0,167.61,13.36,1,0,1,0.79,0.22,0.08,144.77,0.11,0.74,0.66,-0.29,1,46,66,25,38,30–90 days,10,0.02127659574468085,0.2127659574468085,0,40.54,10,52,1,0
Jessica,Avery,"53609 Diane Road Apt. 702, Angelaside, WY 81469",(896)718-1759x7031,OY919267,1980-06-23,44,0,2623.16,1,Patterson Ltd,76.94,4.41,0,0.03,20,7,0.1,0.9,0.29,215.58,248.89,258.54,52.74,3,1,1,0.09,0.44,0.08,53.12,0.15,0.08,0.83,-0.14,1,153,18,50,37,>90 days,3,0.006493506493506494,0.01948051948051948,1,30.01,2,46,1,0
Samuel,Cooley,"899 Penny Pine Suite 564, Danielshire, AZ 35926",1705689681,DE756949,1965-01-24,60,0,3562.25,0,"Bauer, Rodriguez and Grant",40.59,9.65,1,0.25,13,6,0.94,0.06,0.1,79.06,282.15,59.61,18.02,1,0,0,0.57,0.86,0.25,179.03,0.14,0.07,0.99,-0.18,0,133,64,43,26,>90 days,3,0.007462686567164179,0.022388059701492536,0,14.73,2,30,0,0
Justin,Garrison,"6117 Ballard Crossing, Trevinomouth, RI 31643",001-465-861-3466,zi074700,2006-04-07,19,0,2548.73,0,"Hawkins, Jacobs and Bishop",7.5,1.01,0,0.47,16,10,0.16,0.84,0.33,239.92,272.67,292.78,31.71,1,4,0,0.88,0.33,0.05,156.73,0.13,0.16,0.43,-0.43,1,133,53,23,55,>90 days,1,0.007462686567164179,0.007462686567164179,1,36.97,3,60,1,0
Tammy,Bolton,"577 Brooks Mountain Apt. 544, Williamsstad, WV 53216",746.751.3514x4634,Wx061272,1960-03-13,65,1,2023.75,1,"Howard, Fisher and Brooks",60.8,4.2,0,0.18,19,9,0.94,0.06,0.74,256.67,169.66,249.51,39.9,completed,3,1,0.4,0.32,0.09,52.12,0.19,0.31,0.1,0.05,1,122,29,58,54,>90 days,2,0.008130081300813009,0.016260162601626018,1,3.33,9,56,1,1
Ashley,Wallace,"698 Brian Fields, North Stephenborough, NJ 90392",+1-975-048-9261,wc227941,1963-04-09,62,0,2087.49,0,"Schultz, Francis and Phillips",41.4,4.9,0,0.43,19,8,0.77,0.23,0.14,13.72,240.71,148.37,20.05,completed,4,0,0.24,0.93,0.41,128.05,0.1,0.52,0.98,0.93,1,167,26,44,51,>90 days,6,0.005952380952380952,0.03571428571428571,1,11.16,5,6,0,1
Stephanie,Garrett,"16454 Bush Fall, East Cindy, IL 11125",471.585.8296x3694,Zy108375,1968-12-31,56,1,2185.28,1,Garcia LLC,32.32,7.08,0,0.34,18,6,0.9,0.1,0.23,116.32,189.55,56.22,116.32,2,4,2,0.91,0.17,0.03,16.29,0.18,0.19,0.42,-0.1,1,52,52,35,50,30–90 days,9,0.018867924528301886,0.16981132075471697,1,30.15,2,23,1,1
Marc,Wolfe,"2400 Blake Roads Apt. 404, Brianland, KY 03809",9542688103,TL647511,1981-03-31,44,1,2115.71,1,"Ramirez, Blair and Nichols",105.34,9.19,0,0.08,13,2,0.39,0.61,0.24,177.64,287.81,155.89,14.54,completed,5,1,0.62,0.34,0.15,78.81,0.04,0.19,0.77,-0.47,1,179,20,6,13,>90 days,9,0.005555555555555556,0.05,1,38.48,5,51,0,1
John,Williams,"455 Mike Crossing, Larryfurt, CO 51698",(985)623-8899,ry846095,1981-05-26,43,0,2187.53,0,Watts LLC,29.24,9.49,1,0.19,5,7,0.46,0.54,0.82,279.7,121.23,152.6,108.07,3,0,0,0.81,0.0,0.0,76.5,0.05,0.2,0.04,0.29,1,56,47,5,38,30–90 days,1,0.017543859649122806,0.017543859649122806,1,13.49,6,39,1,0
Sharon,Wolf,"242 Baker Islands, Lopezport, AL 45434",+1-389-889-3246x8501,Gf820649,1989-08-11,35,0,2603.79,0,"Cantrell, Diaz and Cannon",68.03,4.74,1,0.4,16,7,0.38,0.62,0.83,188.45,129.46,280.98,10.57,completed,1,2,0.21,0.57,0.2,8.08,0.08,0.65,0.7,0.28,0,8,76,32,33,7–30 days,4,0.1111111111111111,0.4444444444444444,0,16.37,10,2,1,1
Mark,Griffin,"80706 Moore Ports, Perryshire, DE 82588",001-180-286-3565x57168,yq662053,1990-12-10,34,0,2045.95,0,"Castillo, Diaz and Cruz",44.26,9.53,0,0.14,3,4,0.81,0.19,0.79,205.17,23.62,174.23,92.78,3,2,3,0.14,0.23,0.1,4.6,0.15,0.47,0.45,-0.99,1,150,25,33,0,>90 days,2,0.006622516556291391,0.013245033112582781,0,41.06,8,18,1,1
Jennifer,Shannon,"8361 Wong Junction Apt. 035, Debrabury, MT 72491",(613)269-5632x45057,xg176727,1979-03-09,46,1,4587.33,0,"Flores, Myers and Marsh",78.05,7.32,1,0.03,20,3,0.3,0.7,0.2,254.34,115.03,201.54,59.14,3,3,0,0.2,0.6,0.07,74.99,0.11,0.44,0.75,0.66,1,44,52,32,6,30–90 days,9,0.022222222222222223,0.2,0,38.68,8,18,1,0
Heather,Fuentes,"686 Carl Burg Apt. 148, Port Gregory, IA 48340",001-488-304-2965,OZ175310,1961-09-29,63,1,2883.13,1,Jackson PLC,84.23,8.58,0,0.41,15,6,0.95,0.05,0.29,79.59,34.18,279.27,71.67,3,1,2,0.67,0.91,0.22,112.25,0.01,0.19,0.83,0.53,1,174,58,57,37,>90 days,1,0.005714285714285714,0.005714285714285714,1,17.86,1,16,0,1
Andrew,Green,"7425 Roberts Coves Suite 909, New Emilybury, MA 97484",538.804.9209,NE499493,1995-04-06,30,0,2895.76,0,Martinez-Taylor,77.76,3.17,0,0.03,11,6,0.5,0.5,0.79,79.99,32.78,113.36,90.98,2,4,0,0.55,0.82,0.4,142.89,0.12,0.49,0.04,0.97,1,63,36,5,25,30–90 days,6,0.015625,0.09375,0,19.48,8,59,0,1
Robert,Ward,"41507 Nicole Spur Suite 799, Richardsonmouth, SD 93124",427-183-5482x7232,Uy935429,1967-12-27,57,1,3862.4,0,"Hill, Sutton and Morgan",69.08,6.27,0,0.17,19,4,0.54,0.46,0.63,237.35,124.49,197.35,22.32,1,5,1,0.93,0.38,0.15,4.64,0.04,0.49,0.88,0.05,1,51,30,47,15,30–90 days,5,0.019230769230769232,0.09615384615384616,0,46.53,3,12,0,0
Gregg,Klein,"6765 Wayne Mission, Christopherborough, HI 56989",799.831.2835,VA336710,1964-10-11,60,1,3729.52,0,Roberson LLC,7.24,8.22,0,0.53,4,1,0.6,0.4,0.13,154.29,54.9,63.05,46.98,completed,5,3,0.43,0.62,0.08,91.16,0.04,0.57,0.64,0.11,0,138,5,54,30,>90 days,6,0.007194244604316547,0.04316546762589928,1,37.05,7,57,1,1
James,Wilson,"2220 Wong Prairie, Jasonmouth, MO 29352",+1-774-790-5561,xo202741,2003-10-17,21,1,4167.51,1,Mitchell-Davis,26.88,5.36,0,0.05,8,9,0.92,0.08,0.65,46.86,113.45,181.82,101.09,1,0,3,0.04,0.24,0.11,2.64,0.04,0.96,0.61,-0.48,1,138,4,32,22,>90 days,7,0.007194244604316547,0.050359712230215826,0,3.82,7,7,1,1
Tom,Kim,"12039 Garza Bypass Apt. 464, Waynemouth, AK 91683",001-826-370-8370x039,ln678759,1992-07-02,32,0,2786.12,0,Torres-Green,97.78,9.26,0,0.44,7,6,0.07,0.93,0.65,175.85,273.16,45.52,66.41,completed,2,2,0.88,0.41,0.12,13.61,0.06,0.32,0.95,-0.43,1,47,70,16,15,30–90 days,5,0.020833333333333332,0.10416666666666667,1,23.31,9,21,1,1
Aaron,Bass,"4304 Deanna Rue, Martinezbury, AK 48424",001-541-533-9905x634,CA441599,2001-06-23,23,1,2060.03,0,"Franklin, Johnson and Byrd",70.83,7.65,1,0.37,14,5,0.13,0.87,0.72,86.8,280.74,218.79,91.69,2,3,2,0.22,0.44,0.15,138.83,0.02,0.96,0.89,-0.46,1,46,73,8,36,30–90 days,4,0.02127659574468085,0.0851063829787234,0,41.23,4,51,0,0
Bradley,Knox,"1399 Gonzalez Roads, Larryborough, MN 72569",486-369-0900,VW140262,1997-09-18,27,1,166.97,0,Bentley-Torres,123.28,6.23,0,0.67,5,2,0.05,0.95,0.79,142.89,86.1,80.11,60.55,3,0,1,0.89,0.38,0.15,18.33,0.1,0.99,0.77,-0.58,1,127,17,57,54,>90 days,9,0.0078125,0.0703125,1,25.32,7,19,1,0
Melissa,Hill,"PSC 1550, Box 5088, APO AE 73596",7139131786,Aw981408,2002-12-05,22,0,2512.37,1,Hobbs-Fitzpatrick,12.45,7.94,0,0.23,4,2,0.61,0.39,0.55,151.06,156.43,61.16,98.46,completed,1,2,0.54,0.13,0.05,167.91,0.19,0.37,0.14,0.04,1,161,12,28,47,>90 days,6,0.006172839506172839,0.037037037037037035,1,6.07,5,23,1,0
Ashley,Ballard,"3320 Parker Parks, Hillland, CA 70812",001-087-010-8721x384,fj733870,1966-11-06,58,1,2435.8,0,Webb and Sons,11.59,8.15,0,0.25,12,10,0.61,0.39,0.55,217.26,281.93,274.55,113.8,1,4,1,0.24,0.13,0.03,161.22,0.19,0.86,0.11,0.89,1,90,41,43,32,>90 days,8,0.01098901098901099,0.08791208791208792,1,21.46,1,24,1,0
Michael,Stewart,"06165 Day Highway, Michellebury, MA 09027",001-199-932-1623x902,Nl789343,2003-11-25,21,0,2974.51,0,"Macdonald, Green and Jones",42.05,5.89,0,0.66,11,6,0.43,0.57,0.76,272.62,44.73,164.26,37.72,3,0,0,0.05,0.67,0.3,30.16,0.16,0.85,0.91,-0.47,0,87,29,20,20,30–90 days,5,0.011363636363636364,0.056818181818181816,1,45.25,9,41,1,1
Lisa,Welch,"PSC 0438, Box 0022, APO AP 54194",(311)075-4200x9251,Bl484898,2004-11-22,20,1,3555.94,1,Salazar PLC,6.56,1.39,0,0.08,19,8,0.0,1.0,0.74,32.98,65.53,122.01,60.76,3,3,1,0.35,0.32,0.16,115.84,0.0,0.43,0.88,-0.4,0,5,16,46,15,<7 days,5,0.16666666666666666,0.8333333333333334,0,5.18,3,10,1,1
Nathan,Smith,"USS Walsh, FPO AE 65093",(051)340-7199x03053,FN493510,2004-08-08,20,0,3579.35,1,Simmons Group,127.05,1.48,0,0.08,18,0,0.28,0.72,0.86,254.31,219.49,32.62,17.2,completed,3,0,0.49,0.16,0.08,29.38,0.1,0.36,0.64,-0.74,0,67,79,9,5,30–90 days,7,0.014705882352941176,0.10294117647058823,1,21.8,3,15,1,0
Russell,Rodriguez,"17665 Carrie Squares Suite 310, Lake Johntown, SD 96987",001-618-896-5012x3073,zt773906,1976-03-16,49,0,3570.42,0,Alexander Group,38.23,9.22,1,0.49,17,2,0.53,0.47,0.34,115.15,29.26,296.91,9.52,completed,0,2,0.65,0.44,0.21,45.03,0.11,0.48,0.7,-0.86,1,121,59,55,34,>90 days,5,0.00819672131147541,0.040983606557377046,1,10.09,2,60,0,0
Benjamin,Montes,"555 Lopez Pine Suite 437, East Jeffreyton, NM 11613",+1-036-040-3979x607,mL882787,1976-07-30,48,1,3697.59,1,"Garcia, Simpson and Washington",24.11,6.16,0,0.03,17,10,0.27,0.73,0.62,164.75,283.77,124.92,84.79,2,2,3,0.49,0.51,0.11,82.44,0.09,0.71,0.94,-0.34,0,22,56,19,23,7–30 days,7,0.043478260869565216,0.30434782608695654,1,2.59,2,19,0,1
Nicole,Tyler,"82329 Lee Springs Apt. 647, Port Gregory, IL 87087",+1-166-433-5569x8588,um422307,1991-05-23,33,0,6098.3,1,"White, Gray and Underwood",40.65,7.84,1,0.26,10,7,0.85,0.15,0.48,118.23,153.04,177.95,26.74,completed,5,3,0.9,0.67,0.24,18.81,0.12,0.12,0.08,0.05,1,76,1,49,27,30–90 days,5,0.012987012987012988,0.06493506493506493,0,20.44,0,35,1,1
Anne,Miller,"04196 Jeremy Stream, Gonzalezfort, SD 11859",001-536-277-6382x846,PV842872,1964-08-15,60,1,2185.24,1,Flores-Williams,57.14,2.57,1,0.47,8,2,0.98,0.02,0.33,132.9,198.46,17.16,98.18,3,3,1,0.54,0.28,0.03,30.09,0.18,0.69,0.25,-0.87,1,20,54,40,15,7–30 days,9,0.047619047619047616,0.42857142857142855,1,34.69,4,41,1,1
John,Welch,"05352 Thompson Manor Suite 282, Port Samanthaton, NC 26984",331.278.2077x98732,jB894772,1997-08-08,27,0,1095.33,0,"Gilbert, Hampton and Benson",129.4,2.95,0,0.04,5,4,0.83,0.17,0.49,167.59,98.38,62.72,14.88,completed,5,3,0.71,0.2,0.08,70.88,0.08,0.47,0.37,-0.8,1,69,89,39,31,30–90 days,4,0.014285714285714285,0.05714285714285714,1,15.83,0,9,0,0
Carol,Avila,"364 Rice Corners, Margaretchester, AL 56489",230-118-8938,Vf176682,1993-06-15,31,0,4243.41,0,"Sanford, Palmer and Carter",114.24,5.14,0,0.22,4,4,0.13,0.87,0.61,31.79,48.92,196.98,44.06,2,1,3,0.71,0.56,0.11,117.5,0.02,0.54,0.44,-0.46,0,59,11,9,0,30–90 days,8,0.016666666666666666,0.13333333333333333,0,30.4,5,26,1,0
Dawn,Cummings,"430 Lara Points Apt. 147, Millerbury, VA 83733",741-278-7056x9115,Sa208711,1982-12-09,42,1,1521.22,1,Ramirez-Villa,146.76,3.31,0,0.4,15,0,0.38,0.62,0.77,198.73,188.11,106.9,99.06,2,0,1,0.04,0.87,0.27,72.29,0.1,0.67,0.01,0.74,0,68,50,4,34,30–90 days,8,0.014492753623188406,0.11594202898550725,0,22.61,3,57,1,0
Maria,Cooke,"1926 Robert Isle Apt. 905, Annland, OK 03721",(167)146-7343x9725,CR175288,2001-04-15,24,0,2106.25,0,Glenn PLC,36.43,5.47,0,0.08,8,6,0.81,0.19,0.19,125.21,107.69,175.15,104.03,3,1,0,0.08,0.07,0.03,39.1,0.13,0.54,0.83,-0.75,0,117,12,33,42,>90 days,4,0.00847457627118644,0.03389830508474576,1,6.92,6,43,1,0
Craig,Castro,"Unit 8281 Box 3700, DPO AE 85306",001-841-002-1791,kj013504,1991-01-19,34,0,3644.12,0,Black Ltd,53.24,3.94,0,0.4,18,8,0.24,0.76,0.73,26.35,117.12,156.68,69.44,completed,2,3,0.73,0.35,0.12,105.78,0.11,0.64,0.26,-0.83,1,50,46,56,3,30–90 days,4,0.0196078431372549,0.0784313725490196,0,6.4,3,40,1,1
Mark,Davis,"14114 Spencer Brooks Suite 502, Mannberg, MN 81642",+1-243-132-5799,Xn638270,1983-06-03,41,0,3001.11,1,"Becker, Lopez and Wilkinson",10.87,7.31,0,0.25,19,1,0.06,0.94,0.57,296.87,58.38,23.54,94.65,3,1,0,0.25,0.83,0.32,170.28,0.08,0.66,0.46,0.26,0,148,88,30,44,>90 days,10,0.006711409395973154,0.06711409395973154,0,22.76,5,49,0,1
David,Davila,"5093 Obrien Dam Apt. 748, Jefferyland, NE 90587",+1-317-538-2319x902,LO689988,1976-07-09,48,1,3034.89,0,"Lara, Bell and Glover",13.41,8.3,0,0.14,20,5,0.89,0.11,0.84,26.0,247.99,20.93,47.22,completed,0,2,0.54,0.15,0.06,2.5,0.03,0.58,0.71,0.83,0,179,68,50,6,>90 days,3,0.005555555555555556,0.016666666666666666,1,35.42,3,20,1,0
Sabrina,Olson,"Unit 5668 Box 2597, DPO AA 24948",+1-661-947-0147x38831,qc052220,1999-02-26,26,1,2001.56,0,Wood Ltd,142.9,2.08,0,0.08,1,6,0.07,0.93,0.25,253.6,220.22,269.48,18.52,2,5,1,0.99,0.21,0.02,179.54,0.06,0.67,0.18,0.16,1,10,62,45,28,7–30 days,9,0.09090909090909091,0.8181818181818182,1,45.25,8,44,1,1
Justin,Rodriguez,"3872 Duncan Point, South Charlene, IL 03211",001-196-691-5811x918,Ug852937,1998-09-17,26,0,4152.65,1,Palmer and Sons,16.12,6.62,0,0.25,11,7,0.4,0.6,0.3,140.04,102.96,225.88,116.69,2,4,1,0.44,0.86,0.28,29.15,0.14,0.51,0.65,0.78,0,135,19,28,18,>90 days,5,0.007352941176470588,0.03676470588235294,1,22.3,7,0,1,0
Luke,Williams,"800 Bonilla Spurs, Port Edwinview, WA 58909",(298)284-7744x809,VI862519,1979-09-15,45,0,3249.45,1,Herrera Inc,67.11,6.43,0,0.27,20,3,0.02,0.98,0.46,106.48,137.11,86.18,23.94,2,5,0,0.69,0.51,0.09,58.21,0.12,0.07,0.15,-0.85,1,48,67,43,31,30–90 days,9,0.02040816326530612,0.1836734693877551,0,40.71,9,18,1,0
Alan,Carroll,"94803 Mackenzie Island, Jennifermouth, ME 10013",902-748-6855x3319,eh427595,1999-08-03,25,1,3820.23,0,Norman-Bonilla,88.8,7.02,0,0.2,4,8,0.5,0.5,0.39,90.45,196.41,210.91,105.16,completed,0,1,0.34,0.77,0.25,159.03,0.11,0.52,0.58,0.5,0,8,25,6,31,7–30 days,4,0.1111111111111111,0.4444444444444444,0,48.25,0,36,1,0
Jeremy,Lynch,"28111 Deborah Course Suite 435, Donnaview, NJ 71487",+1-902-072-0667x2968,HE324517,1982-08-13,42,1,3049.33,0,Hayes Ltd,83.52,5.34,0,0.3,12,3,0.84,0.16,0.16,265.52,84.43,181.97,112.64,completed,0,1,0.68,0.41,0.15,62.57,0.06,1.0,0.75,0.29,1,20,59,51,40,7–30 days,1,0.047619047619047616,0.047619047619047616,1,18.09,8,47,1,0
Tanya,Brennan,"895 Diane Drives Suite 771, Amandamouth, ID 03202",001-607-193-6135x734,Oi245139,1994-01-21,31,0,4548.64,1,Aguirre LLC,63.46,8.57,0,0.13,17,0,0.95,0.05,0.28,277.47,133.51,295.8,68.72,completed,2,0,0.93,0.01,0.0,162.65,0.03,0.1,0.42,0.87,0,132,12,6,46,>90 days,4,0.007518796992481203,0.03007518796992481,1,27.35,3,12,0,0
Steve,Larson,"637 Sandoval Gardens Apt. 295, Sanderschester, NM 04701",197.118.3038x56662,ui635404,1969-06-13,55,0,1856.66,1,Harvey-Johnson,53.46,8.29,0,0.35,4,10,0.08,0.92,0.58,57.54,223.43,97.36,58.29,2,5,3,0.6,0.17,0.07,55.17,0.13,0.16,0.69,-0.74,1,26,21,50,11,7–30 days,9,0.037037037037037035,0.3333333333333333,1,21.56,8,21,0,0
Lisa,Smith,"908 Martin Drives, Abigailtown, GA 47135",563.805.8985x004,cG579762,1986-06-22,38,1,3822.35,1,Ramos Inc,24.08,8.94,1,0.49,11,8,0.71,0.29,0.63,191.16,91.94,119.63,16.84,2,2,3,0.72,0.5,0.19,45.56,0.06,0.33,0.03,-0.32,1,82,77,15,36,30–90 days,9,0.012048192771084338,0.10843373493975904,0,40.26,6,49,1,1
Kevin,Thomas,"67023 Kim Cape, Lake Charlesfurt, MS 62538",(234)710-9858x85214,il017070,1960-02-02,65,1,3043.83,1,Becker LLC,96.91,1.28,1,0.15,13,0,0.43,0.57,0.62,220.87,10.21,281.69,23.92,completed,2,0,0.23,0.26,0.03,23.03,0.2,0.32,0.12,-0.79,0,77,0,19,14,30–90 days,4,0.01282051282051282,0.05128205128205128,1,36.11,0,49,1,0
Henry,Allison,"1878 Moore Trail Apt. 862, Port John, NJ 99730",186-170-9245,HE442377,1966-03-09,59,0,5209.18,0,"Oconnor, Lee and Gonzalez",34.83,3.01,0,0.55,2,7,0.25,0.75,0.85,272.72,174.37,112.78,48.83,2,1,1,0.41,0.73,0.2,154.35,0.19,0.34,0.56,-0.81,1,93,74,15,14,>90 days,5,0.010638297872340425,0.05319148936170213,1,10.42,1,36,1,0
Michael,Vasquez,"332 Bond Isle, North Rodney, HI 35113",001-418-831-0131x07414,xS625074,2001-05-14,24,0,2624.06,0,Newton-Ross,13.94,2.42,0,0.29,11,7,0.57,0.43,0.45,29.5,144.76,248.01,75.67,1,3,0,0.83,0.49,0.07,3.44,0.06,0.7,0.79,-0.41,1,9,73,24,5,7–30 days,1,0.1,0.1,1,25.03,5,56,1,1
Luis,Lee,"USNS Hall, FPO AE 53488",(252)981-5681x070,WD312352,1977-06-03,47,0,4527.43,0,"Griffin, Bennett and Norman",7.71,2.23,0,0.14,20,0,0.19,0.81,0.38,113.77,12.45,253.37,8.68,3,0,2,0.94,0.89,0.28,98.3,0.13,0.39,0.65,-0.91,0,81,69,36,9,30–90 days,6,0.012195121951219513,0.07317073170731707,0,3.18,2,3,1,0
Joann,Clark,"3890 Lane Ramp, Henryport, WY 60309",(159)878-7239x5455,qe990899,1999-12-27,25,0,4022.51,0,Mcbride-Frye,188.96,1.94,1,0.11,14,4,0.15,0.85,0.5,242.48,138.04,152.28,102.61,3,1,1,0.71,0.49,0.1,159.4,0.12,0.22,0.27,0.61,1,21,60,36,47,7–30 days,1,0.045454545454545456,0.045454545454545456,1,2.69,4,5,1,0
Elizabeth,Gibson,"223 Smith Fields, Scottview, AR 68739",+1-905-242-8622x86075,Zv990610,2005-03-28,20,0,2072.95,0,"Rosario, Kim and Colon",34.32,8.93,0,0.37,16,8,0.11,0.89,0.43,197.87,216.5,61.75,14.15,1,3,3,0.94,0.26,0.11,155.56,0.15,0.17,0.82,0.54,0,143,78,47,33,>90 days,4,0.006944444444444444,0.027777777777777776,0,30.04,1,17,1,0
